package	function	summary	language	source_url	doc_path	fetched_at
scop	RunGiottoCluster	Run Giotto as a temporary backend for nearest-network clustering and return the complete Giotto object together with extracted cluster results. The input Seurat object is not modified.	R	https://mengxu98.github.io/scop/reference/RunGiottoCluster.html	references/scop/functions/RunGiottoCluster.md	2026-08-03T14:16:23+00:00
scop	RunGiottoSpatialGenes	Use Giotto binSpect() as a temporary backend for spatially variable gene detection. The complete Giotto object and result tables are returned as a standalone result; the input Seurat object is not modified.	R	https://mengxu98.github.io/scop/reference/RunGiottoSpatialGenes.html	references/scop/functions/RunGiottoSpatialGenes.md	2026-08-03T14:16:23+00:00
scop	RunGiottoSpatialModules	Use Giotto detectSpatialCorFeats() and clusterSpatialCorFeats() as a temporary backend for feature-level spatial co-expression modules. The complete Giotto object and module results are returned as a standalone result; the input Seurat object is not modified.	R	https://mengxu98.github.io/scop/reference/RunGiottoSpatialModules.html	references/scop/functions/RunGiottoSpatialModules.md	2026-08-03T14:16:23+00:00
scop	RunGiottoWorkflow	Run basic or full Giotto analysis on a `giotto2` object. Seurat input is converted first with [SeuratToGiotto2()].	R	https://mengxu98.github.io/scop/reference/RunGiottoWorkflow.html	references/scop/functions/RunGiottoWorkflow.md	2026-08-03T14:16:23+00:00
scop	RunHarmony2	This is a modified version of [harmony:RunHarmony]{harmony::RunHarmony} specifically designed for compatibility with RunSymphonyMap.	R	https://mengxu98.github.io/scop/reference/RunHarmony2.html	references/scop/functions/RunHarmony2.md	2026-08-03T14:16:23+00:00
scop	RunIntegration	Integrate single-cell RNA-seq data using various integration methods. For ChromatinAssay, the current workflow uses TFIDF + SVD/LSI preprocessing. In this setting, Uncorrected is supported directly and Harmony5 will be automatically redirected to the legacy Harmony workflow. Seurat and RPCA are currently not supported for ChromatinAssay.	R	https://mengxu98.github.io/scop/reference/RunIntegration.html	references/scop/functions/RunIntegration.md	2026-08-03T14:16:23+00:00
scop	RunKNNMap	This function performs single-cell reference mapping using the K-nearest neighbor (KNN) method. It takes two single-cell datasets as input: srt_query and srt_ref. The function maps cells from the srt_query dataset to the srt_ref dataset based on their similarity or distance.	R	https://mengxu98.github.io/scop/reference/RunKNNMap.html	references/scop/functions/RunKNNMap.md	2026-08-03T14:16:23+00:00
scop	RunKNNPredict	This function performs KNN prediction to annotate cell types based on reference scRNA-seq or bulk RNA-seq data.	R	https://mengxu98.github.io/scop/reference/RunKNNPredict.html	references/scop/functions/RunKNNPredict.md	2026-08-03T14:16:23+00:00
scop	RunLIANA	Run LIANA cell-cell communication analysis	R	https://mengxu98.github.io/scop/reference/RunLIANA.html	references/scop/functions/RunLIANA.md	2026-08-03T14:16:23+00:00
scop	RunLISI	Compute per-cell Local Inverse Simpson's Index (LISI) scores from a dimensional reduction and store them in the meta.data and tools slots of a Seurat object.	R	https://mengxu98.github.io/scop/reference/RunLISI.html	references/scop/functions/RunLISI.md	2026-08-03T14:16:23+00:00
scop	RunLabelTransfer	Standalone label-transfer workflow for query cells using a reference object. The current implementation is optimized for scATAC query objects mapped to a scRNA-seq reference via gene activity.	R	https://mengxu98.github.io/scop/reference/RunLabelTransfer.html	references/scop/functions/RunLabelTransfer.md	2026-08-03T14:16:23+00:00
scop	RunLargeVis	Run LargeVis (Dimensionality Reduction with a LargeVis-like method)	R	https://mengxu98.github.io/scop/reference/RunLargeVis.html	references/scop/functions/RunLargeVis.md	2026-08-03T14:16:23+00:00
scop	RunMDIC3	Run MDIC3 cell-cell communication inference	R	https://mengxu98.github.io/scop/reference/RunMDIC3.html	references/scop/functions/RunMDIC3.md	2026-08-03T14:16:23+00:00
scop	RunMDS	Run MDS (multi-dimensional scaling)	R	https://mengxu98.github.io/scop/reference/RunMDS.html	references/scop/functions/RunMDS.md	2026-08-03T14:16:23+00:00
scop	RunMERINGUE	Run MERINGUE spatial autocorrelation, spatial cross-correlation, and spatial module analysis for a spatial Seurat object.	R	https://mengxu98.github.io/scop/reference/RunMERINGUE.html	references/scop/functions/RunMERINGUE.md	2026-08-03T14:16:23+00:00
scop	RunMetaCell	Run metacell partitioning for single-cell data	R	https://mengxu98.github.io/scop/reference/RunMetaCell.html	references/scop/functions/RunMetaCell.md	2026-08-03T14:16:23+00:00
scop	RunMetabolism	Run metabolism pathway scoring	R	https://mengxu98.github.io/scop/reference/RunMetabolism.html	references/scop/functions/RunMetabolism.md	2026-08-03T14:16:23+00:00
scop	RunMilo	"Method-specific implementation used by RunProportionTest when proportion_method = ""milo"". The function always returns a group-level summary and additionally stores a neighborhood-level result list under neighborhood_results."	R	https://mengxu98.github.io/scop/reference/RunMilo.html	references/scop/functions/RunMilo.md	2026-08-03T14:16:23+00:00
scop	RunMistyR	"Build a small mistyR view composition from a spatial Seurat object, train MISTy models, collect results, and store a standardized result bundle in srt@tools. The intraview is always created from the selected assay layer; optional juxtaview and paraview components describe local and broader spatial context. mistyR is an optional Bioconductor dependency installable with BiocManager::install(""mistyR"")."	R	https://mengxu98.github.io/scop/reference/RunMistyR.html	references/scop/functions/RunMistyR.md	2026-08-03T14:16:23+00:00
scop	RunMonocle2	Run Monocle2 analysis	R	https://mengxu98.github.io/scop/reference/RunMonocle2.html	references/scop/functions/RunMonocle2.md	2026-08-03T14:16:23+00:00
scop	RunMonocle3	Run Monocle3 analysis	R	https://mengxu98.github.io/scop/reference/RunMonocle3.html	references/scop/functions/RunMonocle3.md	2026-08-03T14:16:23+00:00
scop	RunMultiNichenetr	Run MultiNicheNet analysis	R	https://mengxu98.github.io/scop/reference/RunMultiNichenetr.html	references/scop/functions/RunMultiNichenetr.md	2026-08-03T14:16:23+00:00
scop	RunNMF	Run NMF (non-negative matrix factorization)	R	https://mengxu98.github.io/scop/reference/RunNMF.html	references/scop/functions/RunNMF.md	2026-08-03T14:16:23+00:00
scop	RunNichenetr	Run NicheNet analysis	R	https://mengxu98.github.io/scop/reference/RunNichenetr.html	references/scop/functions/RunNichenetr.md	2026-08-03T14:16:23+00:00
scop	RunPAGA	PAGA is a graph-based method used to infer cellular trajectories. This function runs the PAGA analysis on a Seurat object.	R	https://mengxu98.github.io/scop/reference/RunPAGA.html	references/scop/functions/RunPAGA.md	2026-08-03T14:16:23+00:00
scop	RunPCA	Run principal component analysis	R	https://mengxu98.github.io/scop/reference/RunPCA.html	references/scop/functions/RunPCA.md	2026-08-03T14:16:23+00:00
scop	RunPCAMap	Single-cell reference mapping with PCA method	R	https://mengxu98.github.io/scop/reference/RunPCAMap.html	references/scop/functions/RunPCAMap.md	2026-08-03T14:16:23+00:00
scop	RunPHATE	Run PHATE (Potential of Heat-diffusion for Affinity-based Trajectory Embedding)	R	https://mengxu98.github.io/scop/reference/RunPHATE.html	references/scop/functions/RunPHATE.md	2026-08-03T14:16:23+00:00
scop	RunPaCMAP	Run PaCMAP (Pairwise Controlled Manifold Approximation)	R	https://mengxu98.github.io/scop/reference/RunPaCMAP.html	references/scop/functions/RunPaCMAP.md	2026-08-03T14:16:23+00:00
scop	RunPalantir	Run Palantir analysis	R	https://mengxu98.github.io/scop/reference/RunPalantir.html	references/scop/functions/RunPalantir.md	2026-08-03T14:16:23+00:00
scop	RunPermutation	"Method-specific implementation used by RunProportionTest when proportion_method = ""permutation"". This method is a permutation-based statistical test for compositional shift rather than a dedicated biological model. Bootstrap confidence intervals are reported as uncertainty estimates for observed log2 fold-differences."	R	https://mengxu98.github.io/scop/reference/RunPermutation.html	references/scop/functions/RunPermutation.md	2026-08-03T14:16:23+00:00
scop	RunPropeller	"Method-specific implementation used by RunProportionTest when proportion_method = ""propeller"". This implementation works on sample-level proportions using a propeller-style transformed test and stores standardized outputs for plotting."	R	https://mengxu98.github.io/scop/reference/RunPropeller.html	references/scop/functions/RunPropeller.md	2026-08-03T14:16:23+00:00
scop	RunProportionTest	RunProportionTest performs differential abundance testing for cell proportions. The function acts as a dispatcher and routes to one of the method-specific implementations: permutation, milo, sccoda, or propeller.	R	https://mengxu98.github.io/scop/reference/RunProportionTest.html	references/scop/functions/RunProportionTest.md	2026-08-03T14:16:23+00:00
scop	RunRCTD	Estimate spot-level cell type proportions from a spatial Seurat object using a single-cell Seurat reference and spacexr RCTD.	R	https://mengxu98.github.io/scop/reference/RunRCTD.html	references/scop/functions/RunRCTD.md	2026-08-03T14:16:23+00:00
scop	RunRareQ	RareQ rare-cell population detection	R	https://mengxu98.github.io/scop/reference/RunRareQ.html	references/scop/functions/RunRareQ.md	2026-08-03T14:16:23+00:00
scop	RunReferenceMapping	Reference mapping workflow modeled after Seurat's MapQuery pattern. The current implementation computes gene activity for ATAC query cells, finds anchors to an RNA reference, integrates the query into the reference embedding space, transfers labels, and projects query cells to the reference UMAP.	R	https://mengxu98.github.io/scop/reference/RunReferenceMapping.html	references/scop/functions/RunReferenceMapping.md	2026-08-03T14:16:23+00:00
scop	RunSCENIC	Run SCENIC gene regulatory network analysis	R	https://mengxu98.github.io/scop/reference/RunSCENIC.html	references/scop/functions/RunSCENIC.md	2026-08-03T14:16:23+00:00
scop	RunSCENICPlus	Build an approximate eRegulon result from paired RNA and chromatin assays. The C++ workflow is not an exact re-run of the official SCENIC+ Python workflow and requires explicit opt-in.	R	https://mengxu98.github.io/scop/reference/RunSCENICPlus.html	references/scop/functions/RunSCENICPlus.md	2026-08-03T14:16:23+00:00
scop	RunSCExplorer	Run SCExplorer	R	https://mengxu98.github.io/scop/reference/RunSCExplorer.html	references/scop/functions/RunSCExplorer.md	2026-08-03T14:16:23+00:00
scop	RunSCVELO	scVelo is a scalable toolkit for RNA velocity analysis in single cells. This function runs an enhanced scVelo workflow on a Seurat object with improved error handling, version compatibility, and modular design.	R	https://mengxu98.github.io/scop/reference/RunSCVELO.html	references/scop/functions/RunSCVELO.md	2026-08-03T14:16:23+00:00
scop	RunSPOTlight	Estimate spot-level cell type proportions from a spatial Seurat object using a single-cell Seurat reference and the optional SPOTlight package.	R	https://mengxu98.github.io/scop/reference/RunSPOTlight.html	references/scop/functions/RunSPOTlight.md	2026-08-03T14:16:23+00:00
scop	RunSTdeconvolve	Estimate spot-level topic proportions from a spatial Seurat object using the optional STdeconvolve package.	R	https://mengxu98.github.io/scop/reference/RunSTdeconvolve.html	references/scop/functions/RunSTdeconvolve.md	2026-08-03T14:16:23+00:00
scop	RunScTenifoldKnk	Run scTenifoldKnk in-silico knockout analysis	R	https://mengxu98.github.io/scop/reference/RunScTenifoldKnk.html	references/scop/functions/RunScTenifoldKnk.md	2026-08-03T14:16:23+00:00
scop	RunSciBet	Run a C++ implementation of the core SciBet classifier using a labeled reference Seurat object.	R	https://mengxu98.github.io/scop/reference/RunSciBet.html	references/scop/functions/RunSciBet.md	2026-08-03T14:16:23+00:00
scop	RunScissor	Run Scissor phenotype-associated cell selection	R	https://mengxu98.github.io/scop/reference/RunScissor.html	references/scop/functions/RunScissor.md	2026-08-03T14:16:23+00:00
scop	RunScmap	Annotate single cells using scmap.	R	https://mengxu98.github.io/scop/reference/RunScmap.html	references/scop/functions/RunScmap.md	2026-08-03T14:16:23+00:00
scop	RunScrublet	Run doublet-calling with Scrublet	R	https://mengxu98.github.io/scop/reference/RunScrublet.html	references/scop/functions/RunScrublet.md	2026-08-03T14:16:23+00:00
scop	RunSecAct	Run the optional SecAct R package from scop to infer secreted protein signaling activity from bulk, single-cell, or spatial transcriptomics profiles. SecAct is not bundled with scop; it is checked and installed from data2intelligence/SecAct when this function is called.	R	https://mengxu98.github.io/scop/reference/RunSecAct.html	references/scop/functions/RunSecAct.md	2026-08-03T14:16:23+00:00
scop	RunSecActCCC	Run SecAct cell-cell communication modules for Seurat scRNA-seq input or SpaCET single-cell-resolution spatial transcriptomics input.	R	https://mengxu98.github.io/scop/reference/RunSecActCCC.html	references/scop/functions/RunSecActCCC.md	2026-08-03T14:16:23+00:00
scop	RunSecActPatternGenes	Run SecAct.signaling.pattern.gene on a SpaCET object after {[=RunSecActSignalingPattern]{RunSecActSignalingPattern()}}.	R	https://mengxu98.github.io/scop/reference/RunSecActPatternGenes.html	references/scop/functions/RunSecActPatternGenes.md	2026-08-03T14:16:23+00:00
scop	RunSecActSignalingPattern	Run SecAct.signaling.pattern on a SpaCET object with existing SecAct activity results.	R	https://mengxu98.github.io/scop/reference/RunSecActSignalingPattern.html	references/scop/functions/RunSecActSignalingPattern.md	2026-08-03T14:16:23+00:00
scop	RunSecActVelocity	Run SecAct signaling velocity for spot-level ST or single-cell-resolution ST SpaCET objects.	R	https://mengxu98.github.io/scop/reference/RunSecActVelocity.html	references/scop/functions/RunSecActVelocity.md	2026-08-03T14:16:23+00:00
scop	RunSemlaLocalG	Use semla::RunLocalG() on a Staffli-enabled Seurat object. Results are written by semla to metadata or to an assay, depending on store_in_metadata. SCOP provides no dedicated plot for this result; retrieve its schema record with {[=GetSpatialResult]{GetSpatialResult()}} and inspect the recorded output columns or assay.	R	https://mengxu98.github.io/scop/reference/RunSemlaLocalG.html	references/scop/functions/RunSemlaLocalG.md	2026-08-03T14:16:23+00:00
scop	RunSemlaRadialDistance	Use semla::RadialDistance() to calculate distances from selected spatial regions and write the returned columns to Seurat metadata. SCOP provides no dedicated plot for this result; retrieve its schema record with {[=GetSpatialResult]{GetSpatialResult()}} and inspect the recorded metadata columns.	R	https://mengxu98.github.io/scop/reference/RunSemlaRadialDistance.html	references/scop/functions/RunSemlaRadialDistance.md	2026-08-03T14:16:23+00:00
scop	RunSemlaRegionNeighbors	Use semla::RegionNeighbors() to identify neighboring spots for selected metadata labels and write the returned columns to Seurat metadata. SCOP provides no dedicated plot for this result; retrieve its schema record with {[=GetSpatialResult]{GetSpatialResult()}} and inspect the recorded metadata columns.	R	https://mengxu98.github.io/scop/reference/RunSemlaRegionNeighbors.html	references/scop/functions/RunSemlaRegionNeighbors.md	2026-08-03T14:16:23+00:00
scop	RunSemlaSpatialNetwork	Use the optional semla package as a backend to prepare a Staffli-enabled Seurat object and compute spot-level spatial networks. The network is stored in srt@tools[[tool_name]] when store_results = TRUE. SCOP provides no dedicated plot for this result; retrieve it with {[=GetSpatialResult]{GetSpatialResult()}} and use an existing generic spatial plot when needed.	R	https://mengxu98.github.io/scop/reference/RunSemlaSpatialNetwork.html	references/scop/functions/RunSemlaSpatialNetwork.md	2026-08-03T14:16:23+00:00
scop	RunSeuratMap	Single-cell reference mapping with Seurat method	R	https://mengxu98.github.io/scop/reference/RunSeuratMap.html	references/scop/functions/RunSeuratMap.md	2026-08-03T14:16:23+00:00
scop	RunSingleR	Annotate single cells using SingleR	R	https://mengxu98.github.io/scop/reference/RunSingleR.html	references/scop/functions/RunSingleR.md	2026-08-03T14:16:23+00:00
scop	RunSlingshot	RunSlingshot	R	https://mengxu98.github.io/scop/reference/RunSlingshot.html	references/scop/functions/RunSlingshot.md	2026-08-03T14:16:23+00:00
scop	RunSmoothClust	Smooth expression across spatial neighborhoods with the optional smoothclust package, then cluster the smoothed profiles into spatial domains with PCA and k-means.	R	https://mengxu98.github.io/scop/reference/RunSmoothClust.html	references/scop/functions/RunSmoothClust.md	2026-08-03T14:16:23+00:00
scop	RunSpaNorm	Normalize spatial transcriptomics counts with the optional Bioconductor SpaNorm backend and store the normalized expression in a new Seurat assay.	R	https://mengxu98.github.io/scop/reference/RunSpaNorm.html	references/scop/functions/RunSpaNorm.md	2026-08-03T14:16:23+00:00
scop	RunSpatialCellChat	Run the SpatialCellChat v3 backend with explicit micron-scale coordinates, sample isolation, truthful provenance, and schema-v1 storage. Cell-, spot-, and composition-level results retain distinct interpretations.	R	https://mengxu98.github.io/scop/reference/RunSpatialCellChat.html	references/scop/functions/RunSpatialCellChat.md	2026-08-03T14:16:23+00:00
scop	RunSpatialDWLS	Estimate spot-level cell-type proportions by fitting spatial expression to reference cell-type signatures with non-negative least squares-style coefficients. The output follows the package deconvolution metadata convention so it can be plotted directly with {[=SpatialSpotPlot]{SpatialSpotPlot()}}.	R	https://mengxu98.github.io/scop/reference/RunSpatialDWLS.html	references/scop/functions/RunSpatialDWLS.md	2026-08-03T14:16:23+00:00
scop	RunSpatialEcoTyper	Run SpatialEcoTyper workflows through the optional SpatialEcoTyper package and write spatial ecotype labels or abundances back to a Seurat object when possible.	R	https://mengxu98.github.io/scop/reference/RunSpatialEcoTyper.html	references/scop/functions/RunSpatialEcoTyper.md	2026-08-03T14:16:23+00:00
scop	RunSpatialGradientFeatures	"Run spatial trajectory or annotation gradient screening for Seurat objects. The ""cpp"" backend avoids SPATA2 object construction for fast distance-based screening, while the ""r"" backend keeps full upstream SPATA2 SAS/STS behavior. Results are normalized into plain data.frames and stored in srt@tools[[""SpatialGradientFeatures""]]; the SPATA2 object itself is never stored."	R	https://mengxu98.github.io/scop/reference/RunSpatialGradientFeatures.html	references/scop/functions/RunSpatialGradientFeatures.md	2026-08-03T14:16:23+00:00
scop	RunSpatialIntegration	Integrate multi-slice or multi-sample spatial transcriptomics data with an optional spatial backend and store standardized embeddings, domains, and aligned coordinates in a Seurat object.	R	https://mengxu98.github.io/scop/reference/RunSpatialIntegration.html	references/scop/functions/RunSpatialIntegration.md	2026-08-03T14:16:23+00:00
scop	RunSpatialNeighborhood	Build a standardized spatial neighborhood result bundle and optionally dispatch to a supported backend for colocalization or local-effect statistics.	R	https://mengxu98.github.io/scop/reference/RunSpatialNeighborhood.html	references/scop/functions/RunSpatialNeighborhood.md	2026-08-03T14:16:23+00:00
scop	RunSpatialNetwork	Build a k-nearest-neighbor or radius spatial network from raw Seurat spatial coordinates. Results are stored as named graphs in `srt@tools$SpatialNetwork`.	R	https://mengxu98.github.io/scop/reference/RunSpatialNetwork.html	references/scop/functions/RunSpatialNetwork.md	2026-08-03T14:16:23+00:00
scop	RunSpatialQM	"Run selected SpatialQM quality-control metrics on a spatial Seurat object and store a compact standardized result bundle in srt@tools. SpatialQM currently expects a RNA assay for object-first metrics, so this wrapper maps the selected assay layer to a temporary RNA assay without modifying the returned object. SpatialQM is an optional GitHub dependency installable with remotes::install_github(""Center-for-Spatial-OMICs/SpatialQM"")."	R	https://mengxu98.github.io/scop/reference/RunSpatialQM.html	references/scop/functions/RunSpatialQM.md	2026-08-03T14:16:23+00:00
scop	RunSpatialVariableFeatures	"Score genes by spot-level spatial autocorrelation. The package ""moran"" and ""geary"" methods use a lightweight coordinate KNN graph. ""SPARKX"" and ""nnSVG"" use optional external backends when their packages are installed."	R	https://mengxu98.github.io/scop/reference/RunSpatialVariableFeatures.html	references/scop/functions/RunSpatialVariableFeatures.md	2026-08-03T14:16:23+00:00
scop	RunSpotQC	Calculate common spot-level QC metrics for spatial transcriptomics data and label failed spots without running single-cell-specific checks such as doublet calling or ambient RNA decontamination.	R	https://mengxu98.github.io/scop/reference/RunSpotQC.html	references/scop/functions/RunSpotQC.md	2026-08-03T14:16:23+00:00
scop	RunSpotSweeper	Run SpotSweeper spatially aware spot-level quality control on a spatial Seurat object. The wrapper computes standard spot QC metrics, runs local outlier detection for each metric, optionally runs regional artifact detection per sample, and writes standardized pass/fail metadata that can be visualized with {[=SpatialSpotPlot]{SpatialSpotPlot()}}.	R	https://mengxu98.github.io/scop/reference/RunSpotSweeper.html	references/scop/functions/RunSpotSweeper.md	2026-08-03T14:16:23+00:00
scop	RunStandardWorkflow	This function performs a standard single-cell or spot-level spatial analysis workflow.	R	https://mengxu98.github.io/scop/reference/RunStandardWorkflow.html	references/scop/functions/RunStandardWorkflow.md	2026-08-03T14:16:23+00:00
scop	RunStatialKontextual	"Run Statial::Kontextual() on a spatial Seurat object to quantify pairwise cell or spot label relationships relative to a parent context. Results are stored as a compact SCOP bundle with raw Statial output, standardized summary, and parameters. Statial is an optional Bioconductor dependency installable with BiocManager::install(""Statial"")."	R	https://mengxu98.github.io/scop/reference/RunStatialKontextual.html	references/scop/functions/RunStatialKontextual.md	2026-08-03T14:16:23+00:00
scop	RunSymphonyMap	Single-cell reference mapping with Symphony method	R	https://mengxu98.github.io/scop/reference/RunSymphonyMap.html	references/scop/functions/RunSymphonyMap.md	2026-08-03T14:16:23+00:00
scop	RunTriMap	Run TriMap (Large-scale Dimensionality Reduction Using Triplets)	R	https://mengxu98.github.io/scop/reference/RunTriMap.html	references/scop/functions/RunTriMap.md	2026-08-03T14:16:23+00:00
scop	RunUMAP	Run UMAP	R	https://mengxu98.github.io/scop/reference/RunUMAP.html	references/scop/functions/RunUMAP.md	2026-08-03T14:16:23+00:00
scop	RunUMAP2	Run UMAP (Uniform Manifold Approximation and Projection)	R	https://mengxu98.github.io/scop/reference/RunUMAP2.html	references/scop/functions/RunUMAP2.md	2026-08-03T14:16:23+00:00
scop	RunVECTOR	Run VECTOR developmental direction inference	R	https://mengxu98.github.io/scop/reference/RunVECTOR.html	references/scop/functions/RunVECTOR.md	2026-08-03T14:16:23+00:00
scop	RunWOT	Run WOT analysis	R	https://mengxu98.github.io/scop/reference/RunWOT.html	references/scop/functions/RunWOT.md	2026-08-03T14:16:23+00:00
scop	RunmcRigor	Run mcRigor metacell partition assessment	R	https://mengxu98.github.io/scop/reference/RunmcRigor.html	references/scop/functions/RunmcRigor.md	2026-08-03T14:16:23+00:00
scop	RunscCODA	scCODA differential abundance	R	https://mengxu98.github.io/scop/reference/RunscCODA.html	references/scop/functions/RunscCODA.md	2026-08-03T14:16:23+00:00
scop	RunscDblFinder	Run doublet-calling with scDblFinder	R	https://mengxu98.github.io/scop/reference/RunscDblFinder.html	references/scop/functions/RunscDblFinder.md	2026-08-03T14:16:23+00:00
scop	RunscFEA	Run scFEA flux estimation for a Seurat object	R	https://mengxu98.github.io/scop/reference/RunscFEA.html	references/scop/functions/RunscFEA.md	2026-08-03T14:16:23+00:00
scop	RunscMalignantFinder	Run the Python package scMalignantFinder on a Seurat or AnnData object and append malignant-cell predictions to Seurat metadata. The pretrained model files are not bundled with scop; provide a directory containing model.joblib and ordered_feature.tsv through pretrain_dir.	R	https://mengxu98.github.io/scop/reference/RunscMalignantFinder.html	references/scop/functions/RunscMalignantFinder.md	2026-08-03T14:16:23+00:00
scop	RunscMalignantRegion	Use scMalignantFinder spatial utilities to score malignant signatures and infer malignant spatial regions. For Seurat input, provide spatial.cols when spatial-neighborhood refinement is requested and the converted AnnData object does not already contain spatial coordinates.	R	https://mengxu98.github.io/scop/reference/RunscMalignantRegion.html	references/scop/functions/RunscMalignantRegion.md	2026-08-03T14:16:23+00:00
scop	RunscMalignantStates	Score cancer cell state gene sets with scMalignantFinder AUCell utilities and append the resulting activity scores to Seurat metadata.	R	https://mengxu98.github.io/scop/reference/RunscMalignantStates.html	references/scop/functions/RunscMalignantStates.md	2026-08-03T14:16:23+00:00
scop	RunscOMM	Run scOMM on shared features between a reference object and a query object, write predicted labels and class scores into query metadata, and optionally evaluate predictions against a truth label.	R	https://mengxu98.github.io/scop/reference/RunscOMM.html	references/scop/functions/RunscOMM.md	2026-08-03T14:16:23+00:00
scop	RunscPagwas	Run the optional scPagwas package from scop without bundling LD, pathway, or block-annotation resources. The wrapper validates required GWAS columns, normalizes output paths, and records provenance in Seurat tools or a result attribute. It prefers the upstream scPagwas_main2 runner and applies Seurat 5 compatibility to local function copies without modifying the installed backend namespace.	R	https://mengxu98.github.io/scop/reference/RunscPagwas.html	references/scop/functions/RunscPagwas.md	2026-08-03T14:16:23+00:00
scop	RunscTenifoldNet	Run scTenifoldNet network comparison	R	https://mengxu98.github.io/scop/reference/RunscTenifoldNet.html	references/scop/functions/RunscTenifoldNet.md	2026-08-03T14:16:23+00:00
scop	Runscds	Run doublet-calling with scds	R	https://mengxu98.github.io/scop/reference/Runscds.html	references/scop/functions/Runscds.md	2026-08-03T14:16:23+00:00
scop	RuntAge	Run tAge transcriptomic aging-clock prediction	R	https://mengxu98.github.io/scop/reference/RuntAge.html	references/scop/functions/RuntAge.md	2026-08-03T14:16:23+00:00
scop	SCENICPlot	Calculate regulon specificity score (RSS) from SCENIC regulon activity and plot the top regulons for each group.	R	https://mengxu98.github.io/scop/reference/SCENICPlot.html	references/scop/functions/SCENICPlot.md	2026-08-03T14:16:23+00:00
scop	SCTransform	Apply SCTransform normalization	R	https://mengxu98.github.io/scop/reference/SCTransform.html	references/scop/functions/SCTransform.md	2026-08-03T14:16:23+00:00
scop	STdeconvolvePlot	Plot schema-v1 topic proportions without rerunning the optional backend. Multi-topic point maps use one shared proportion scale and reserve title space above the automatic layout.	R	https://mengxu98.github.io/scop/reference/STdeconvolvePlot.html	references/scop/functions/STdeconvolvePlot.md	2026-08-03T14:16:23+00:00
scop	ScaleData	Scale expression data	R	https://mengxu98.github.io/scop/reference/ScaleData.html	references/scop/functions/ScaleData.md	2026-08-03T14:16:23+00:00
scop	Scanorama_integrate	The Scanorama integration function	R	https://mengxu98.github.io/scop/reference/Scanorama_integrate.html	references/scop/functions/Scanorama_integrate.md	2026-08-03T14:16:23+00:00
scop	ScissorPlot	Plot Scissor results	R	https://mengxu98.github.io/scop/reference/ScissorPlot.html	references/scop/functions/ScissorPlot.md	2026-08-03T14:16:23+00:00
scop	SeuratToGiotto2	Create a `giotto2` object from a Seurat object. The converter is SCT-aware: raw counts remain the default Giotto input, while SCT normalized values are optionally added as an extra Giotto expression layer. The input Seurat object is not modified.	R	https://mengxu98.github.io/scop/reference/SeuratToGiotto2.html	references/scop/functions/SeuratToGiotto2.md	2026-08-03T14:16:23+00:00
scop	Seurat_integrate	The Seurat integration function	R	https://mengxu98.github.io/scop/reference/Seurat_integrate.html	references/scop/functions/Seurat_integrate.md	2026-08-03T14:16:23+00:00
scop	SpatialBackendStatus	Diagnose optional spatial backend installation and exported API status. The function is read-only: it never installs or updates a package. Actual method calls remain the authoritative runtime check for system libraries, S4 registration, and data-specific requirements.	R	https://mengxu98.github.io/scop/reference/SpatialBackendStatus.html	references/scop/functions/SpatialBackendStatus.md	2026-08-03T14:16:23+00:00
scop	SpatialCellChatPlot	Plot normalized SpatialCellChat results without rerunning the backend. The network view is a group-aggregated network over group centroids, not a materialized individual cell-by-cell edge table.	R	https://mengxu98.github.io/scop/reference/SpatialCellChatPlot.html	references/scop/functions/SpatialCellChatPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialCellPlot	Plot real cell segmentation polygons supplied directly, stored in a result object, or extracted from a Seurat spatial image. Spot centers are never converted into synthetic polygons.	R	https://mengxu98.github.io/scop/reference/SpatialCellPlot.html	references/scop/functions/SpatialCellPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialCoordinates	Return raw analysis coordinates or display coordinates together with their source and reversible transform. This function does not modify the object.	R	https://mengxu98.github.io/scop/reference/SpatialCoordinates.html	references/scop/functions/SpatialCoordinates.md	2026-08-03T14:16:23+00:00
scop	SpatialDeconvolutionPlot	Plot spot-by-cell-type proportions stored by {[=RunRCTD]{RunRCTD()}}, {[=RunCARD]{RunCARD()}}, {[=RunSPOTlight]{RunSPOTlight()}}, or {[=RunSpatialDWLS]{RunSpatialDWLS()}}. The plot reads a schema-v1 result through {[=GetSpatialResult]{GetSpatialResult()}} and never reruns a deconvolution backend. {[=RunCSIDE]{RunCSIDE()}} is intentionally excluded because its output represents differential or context effects rather than cell-type proportions.	R	https://mengxu98.github.io/scop/reference/SpatialDeconvolutionPlot.html	references/scop/functions/SpatialDeconvolutionPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialEcoTyperCompositionPlot	Plot SpatialEcoTyper composition across cell types, samples, or other metadata groups using the default plotting theme and palettes.	R	https://mengxu98.github.io/scop/reference/SpatialEcoTyperCompositionPlot.html	references/scop/functions/SpatialEcoTyperCompositionPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialEcoTyperSpatialPlot	Plot SpatialEcoTyper labels on spatial coordinates using the spatial plotting style.	R	https://mengxu98.github.io/scop/reference/SpatialEcoTyperSpatialPlot.html	references/scop/functions/SpatialEcoTyperSpatialPlot.md	2026-08-03T14:16:23+00:00
